WKT,id,area_m2,cell_size_m,grid_id
"POLYGON ((-71.2235022704408 -40.6474611163276,-71.2116835330042 -40.6476881910153,-71.2113862673259 -40.6386861179428,-71.2232034194237 -40.6384591149573,-71.2235022704408 -40.6474611163276))","312,5498",998726.983512579,"1000","312,5498"
"POLYGON ((-71.2116835330042 -40.6476881910153,-71.19986466125 -40.6479140571202,-71.1995689809791 -40.6389119127267,-71.2113862673259 -40.6386861179428,-71.2116835330042 -40.6476881910153))","313,5498",998736.127172432,"1000","313,5498"
"POLYGON ((-71.19986466125 -40.6479140571202,-71.1880456558933 -40.6481387146026,-71.187751561098 -40.6391364992693,-71.1995689809791 -40.6389119127267,-71.19986466125 -40.6479140571202))","314,5498",998745.222046421,"1000","314,5498"
"POLYGON ((-71.1880456558933 -40.6481387146026,-71.1762265176491 -40.648362163423,-71.1759340083973 -40.6393598775309,-71.187751561098 -40.6391364992693,-71.1880456558933 -40.6481387146026))","315,5498",998754.268132496,"1000","315,5498"
"POLYGON ((-71.1762265176491 -40.648362163423,-71.1644072472328 -40.6485844035419,-71.164116323592 -40.6395820474724,-71.1759340083973 -40.6393598775309,-71.1762265176491 -40.648362163423))","316,5498",998763.265427503,"1000","316,5498"
"POLYGON ((-71.1644072472328 -40.6485844035419,-71.1525878453595 -40.6488054349202,-71.1522985073968 -40.6398030090545,-71.164116323592 -40.6395820474724,-71.1644072472328 -40.6485844035419))","317,5498",998772.21393332,"1000","317,5498"
"POLYGON ((-71.1407163280577 -40.6473990661825,-71.1404805605267 -40.6400227622383,-71.1522985073968 -40.6398030090545,-71.1525878453595 -40.6488054349202,-71.1434039171399 -40.6489763444195,-71.1407163280577 -40.6473990661825))","318,5498",978665.710441605,"1000","318,5498"
"POLYGON ((-71.1286651387572 -40.6403248442107,-71.1286624836968 -40.6402413069852,-71.1404805605267 -40.6400227622383,-71.1407163280577 -40.6473990661825,-71.1286651387572 -40.6403248442107))","319,5498",413818.576397616,"1000","319,5498"
"POLYGON ((-71.8428826968257 -40.6248584537922,-71.8374926236369 -40.6249911161695,-71.8371116105982 -40.615993350974,-71.8406149591362 -40.6159071695594,-71.8406679263064 -40.6162010124093,-71.8408840843709 -40.6165589548264,-71.84114168234 -40.6167738226985,-71.8415095756681 -40.6174851076787,-71.8418648013327 -40.6185762580979,-71.8419629723896 -40.6192424585473,-71.8420786060931 -40.6199891104142,-71.8421066549506 -40.6205255768794,-71.8423863290678 -40.6213260999494,-71.8431182217595 -40.6219260740498,-71.8433582648206 -40.6221185780061,-71.8434615927613 -40.623093226699,-71.8434082096788 -40.6233613233626,-71.8433250587239 -40.6237769170168,-71.8433013530069 -40.6238975729461,-71.8428710305988 -40.6247597569373,-71.8428768213164 -40.6248134185445,-71.8428826968257 -40.6248584537922))","259,5499",420758.795084077,"1000","259,5499"
"POLYGON ((-71.8374926236369 -40.6249911161695,-71.8256834360275 -40.6252808856076,-71.8253040035482 -40.6162830289449,-71.8371116105982 -40.615993350974,-71.8374926236369 -40.6249911161695))","260,5499",998186.409984858,"1000","260,5499"
"POLYGON ((-71.8256834360275 -40.6252808856076,-71.8138740770801 -40.6255694492028,-71.8134962252477 -40.6165715014528,-71.8253040035482 -40.6162830289449,-71.8256834360275 -40.6252808856076))","261,5499",998198.087937268,"1000","261,5499"
"POLYGON ((-71.8138740770801 -40.6255694492028,-71.8020645475066 -40.6258568069044,-71.8016882764081 -40.6168587684469,-71.8134962252477 -40.6165715014528,-71.8138740770801 -40.6255694492028))","262,5499",998209.717207578,"1000","262,5499"
"POLYGON ((-71.8020645475066 -40.6258568069044,-71.7902548480186 -40.6261429586618,-71.7898801577407 -40.6171448298768,-71.8016882764081 -40.6168587684469,-71.8020645475066 -40.6258568069044))","263,5499",998221.297791571,"1000","263,5499"
"POLYGON ((-71.7902548480186 -40.6261429586618,-71.778444979328 -40.6264279044247,-71.778071869957 -40.6174296856921,-71.7898801577407 -40.6171448298768,-71.7902548480186 -40.6261429586618))","264,5499",998232.829691753,"1000","264,5499"
"POLYGON ((-71.778444979328 -40.6264279044247,-71.7666349421467 -40.626711644143,-71.7662634137685 -40.6177133358427,-71.778071869957 -40.6174296856921,-71.778444979328 -40.6264279044247))","265,5499",998244.312902497,"1000","265,5499"
"POLYGON ((-71.7666349421467 -40.626711644143,-71.7548247371866 -40.6269941777668,-71.7544547898869 -40.6179957802788,-71.7662634137685 -40.6177133358427,-71.7666349421467 -40.626711644143))","266,5499",998255.747422462,"1000","266,5499"
"POLYGON ((-71.7548247371866 -40.6269941777668,-71.7430143651598 -40.6272755052464,-71.7426459990238 -40.6182770189508,-71.7544547898869 -40.6179957802788,-71.7548247371866 -40.6269941777668))","267,5499",998267.133251432,"1000","267,5499"
"POLYGON ((-71.7430143651598 -40.6272755052464,-71.7312038267784 -40.6275556265323,-71.7308370418909 -40.618557051809,-71.7426459990238 -40.6182770189508,-71.7430143651598 -40.6272755052464))","268,5499",998278.470383962,"1000","268,5499"
"POLYGON ((-71.7312038267784 -40.6275556265323,-71.7193931227545 -40.6278345415753,-71.7190279192 -40.6188358788044,-71.7308370418909 -40.618557051809,-71.7312038267784 -40.6275556265323))","269,5499",998289.758820028,"1000","269,5499"
"POLYGON ((-71.7193931227545 -40.6278345415753,-71.7075822538003 -40.6281122503263,-71.7072186316631 -40.6191134998879,-71.7190279192 -40.6188358788044,-71.7193931227545 -40.6278345415753))","270,5499",998300.998555651,"1000","270,5499"
"POLYGON ((-71.7075822538003 -40.6281122503263,-71.6957712206282 -40.6283887527364,-71.6954091799919 -40.6193899150106,-71.7072186316631 -40.6191134998879,-71.7075822538003 -40.6281122503263))","271,5499",998312.189590646,"1000","271,5499"
"POLYGON ((-71.6957712206282 -40.6283887527364,-71.6839600239504 -40.6286640487571,-71.6835995648985 -40.619665124124,-71.6954091799919 -40.6193899150106,-71.6957712206282 -40.6283887527364))","272,5499",998323.331921194,"1000","272,5499"
"POLYGON ((-71.6839600239504 -40.6286640487571,-71.6721486644794 -40.6289381383399,-71.6717897870949 -40.6199391271796,-71.6835995648985 -40.619665124124,-71.6839600239504 -40.6286640487571))","273,5499",998334.425546481,"1000","273,5499"
"POLYGON ((-71.6721486644794 -40.6289381383399,-71.6603371429275 -40.6292110214365,-71.6599798472932 -40.6202119241293,-71.6717897870949 -40.6199391271796,-71.6721486644794 -40.6289381383399))","274,5499",998345.470463163,"1000","274,5499"
"POLYGON ((-71.6603371429275 -40.6292110214365,-71.6485254600075 -40.6294826979991,-71.6481697462056 -40.6204835149251,-71.6599798472932 -40.6202119241293,-71.6603371429275 -40.6292110214365))","275,5499",998356.466669115,"1000","275,5499"
"POLYGON ((-71.6485254600075 -40.6294826979991,-71.6367136164317 -40.6297531679797,-71.6363594845444 -40.6207538995192,-71.6481697462056 -40.6204835149251,-71.6485254600075 -40.6294826979991))","276,5499",998367.414163241,"1000","276,5499"
"POLYGON ((-71.6367136164317 -40.6297531679797,-71.624901612913 -40.6300224313308,-71.6245490630217 -40.621023077864,-71.6363594845444 -40.6207538995192,-71.6367136164317 -40.6297531679797))","277,5499",998378.312942436,"1000","277,5499"
"POLYGON ((-71.624901612913 -40.6300224313308,-71.613089450164 -40.6302904880051,-71.61273848235 -40.6212910499123,-71.6245490630217 -40.621023077864,-71.624901612913 -40.6300224313308))","278,5499",998389.163006597,"1000","278,5499"
"POLYGON ((-71.613089450164 -40.6302904880051,-71.6012771288974 -40.6305573379554,-71.6009277432416 -40.6215578156169,-71.61273848235 -40.6212910499123,-71.613089450164 -40.6302904880051))","279,5499",998399.964349128,"1000","279,5499"
"POLYGON ((-71.6012771288974 -40.6305573379554,-71.5894646498262 -40.6308229811347,-71.5891168464091 -40.6218233749308,-71.6009277432416 -40.6215578156169,-71.6012771288974 -40.6305573379554))","280,5499",998410.716973673,"1000","280,5499"
"POLYGON ((-71.5894646498262 -40.6308229811347,-71.5776520136631 -40.6310874174964,-71.5773057925649 -40.6220877278074,-71.5891168464091 -40.6218233749308,-71.5894646498262 -40.6308229811347))","281,5499",998421.420873586,"1000","281,5499"
"POLYGON ((-71.5776520136631 -40.6310874174964,-71.5658392211212 -40.6313506469938,-71.5654945824217 -40.6223508742001,-71.5773057925649 -40.6220877278074,-71.5776520136631 -40.6310874174964))","282,5499",998432.076048737,"1000","282,5499"
"POLYGON ((-71.5658392211212 -40.6313506469938,-71.5540262729135 -40.6316126695806,-71.5536832166921 -40.6226128140627,-71.5654945824217 -40.6223508742001,-71.5658392211212 -40.6313506469938))","283,5499",998442.68249883,"1000","283,5499"
"POLYGON ((-71.5540262729135 -40.6316126695806,-71.542213169753 -40.6318734852109,-71.5418716960888 -40.6228735473491,-71.5536832166921 -40.6226128140627,-71.5540262729135 -40.6316126695806))","284,5499",998453.240216828,"1000","284,5499"
"POLYGON ((-71.542213169753 -40.6318734852109,-71.5303999123529 -40.6321330938386,-71.5300600213247 -40.6231330740134,-71.5418716960888 -40.6228735473491,-71.542213169753 -40.6318734852109))","285,5499",998463.74920488,"1000","285,5499"
"POLYGON ((-71.5303999123529 -40.6321330938386,-71.5185865014263 -40.6323914954181,-71.5182481931124 -40.6233913940099,-71.5300600213247 -40.6231330740134,-71.5303999123529 -40.6321330938386))","286,5499",998474.2094594,"1000","286,5499"
"POLYGON ((-71.5185865014263 -40.6323914954181,-71.5067729376866 -40.632648689904,-71.5064362121649 -40.6236485072933,-71.5182481931124 -40.6233913940099,-71.5185865014263 -40.6323914954181))","287,5499",998484.620978954,"1000","287,5499"
"POLYGON ((-71.5067729376866 -40.632648689904,-71.4949592218469 -40.6329046772509,-71.4946240791951 -40.6239044138182,-71.5064362121649 -40.6236485072933,-71.5067729376866 -40.632648689904))","288,5499",998494.983759957,"1000","288,5499"
"POLYGON ((-71.4949592218469 -40.6329046772509,-71.4831453546208 -40.6331594574139,-71.4828117949161 -40.6241591135397,-71.4946240791951 -40.6239044138182,-71.4949592218469 -40.6329046772509))","289,5499",998505.297803342,"1000","289,5499"
"POLYGON ((-71.4831453546208 -40.6331594574139,-71.4713313367215 -40.633413030348,-71.4709993600409 -40.624412606413,-71.4828117949161 -40.6241591135397,-71.4831453546208 -40.6331594574139))","290,5499",998515.563104162,"1000","290,5499"
"POLYGON ((-71.4713313367215 -40.633413030348,-71.4595171688626 -40.6336653960087,-71.4591867752827 -40.6246648923934,-71.4709993600409 -40.624412606413,-71.4713313367215 -40.633413030348))","291,5499",998525.779662782,"1000","291,5499"
"POLYGON ((-71.4595171688626 -40.6336653960087,-71.4477028517577 -40.6339165543516,-71.4473740413545 -40.6249159714366,-71.4591867752827 -40.6246648923934,-71.4595171688626 -40.6336653960087))","292,5499",998535.947475148,"1000","292,5499"
"POLYGON ((-71.4477028517577 -40.6339165543516,-71.4358883861203 -40.6341665053325,-71.4355611589696 -40.6251658434983,-71.4473740413545 -40.6249159714366,-71.4477028517577 -40.6339165543516))","293,5499",998546.06654057,"1000","293,5499"
"POLYGON ((-71.4358883861203 -40.6341665053325,-71.424073772664 -40.6344152489073,-71.4237481288414 -40.6254145085347,-71.4355611589696 -40.6251658434983,-71.4358883861203 -40.6341665053325))","294,5499",998556.136856176,"1000","294,5499"
"POLYGON ((-71.424073772664 -40.6344152489073,-71.4122590121026 -40.6346627850323,-71.4119349516832 -40.6256619665019,-71.4237481288414 -40.6254145085347,-71.424073772664 -40.6344152489073))","295,5499",998566.158421061,"1000","295,5499"
"POLYGON ((-71.4122590121026 -40.6346627850323,-71.4004441051498 -40.6349091136639,-71.4001216282083 -40.6259082173565,-71.4119349516832 -40.6256619665019,-71.4122590121026 -40.6346627850323))","296,5499",998576.131232443,"1000","296,5499"
"POLYGON ((-71.4004441051498 -40.6349091136639,-71.3886290525196 -40.6351542347589,-71.3883081591302 -40.626153261055,-71.4001216282083 -40.6259082173565,-71.4004441051498 -40.6349091136639))","297,5499",998586.055287399,"1000","297,5499"
"POLYGON ((-71.3886290525196 -40.6351542347589,-71.3768138549256 -40.6353981482739,-71.3764945451625 -40.6263970975544,-71.3883081591302 -40.626153261055,-71.3886290525196 -40.6351542347589))","298,5499",998595.93058829,"1000","298,5499"
"POLYGON ((-71.3768138549256 -40.6353981482739,-71.3649985130819 -40.6356408541662,-71.3646807870187 -40.6266397268117,-71.3764945451625 -40.6263970975544,-71.3768138549256 -40.6353981482739))","299,5499",998605.757127376,"1000","299,5499"
"POLYGON ((-71.3649985130819 -40.6356408541662,-71.3531830277025 -40.6358823523929,-71.3528668854124 -40.6268811487844,-71.3646807870187 -40.6266397268117,-71.3649985130819 -40.6356408541662))","300,5499",998615.534908319,"1000","300,5499"
"POLYGON ((-71.3531830277025 -40.6358823523929,-71.3413673995013 -40.6361226429116,-71.3410528410573 -40.6271213634298,-71.3528668854124 -40.6268811487844,-71.3531830277025 -40.6358823523929))","301,5499",998625.263923635,"1000","301,5499"
"POLYGON ((-71.3413673995013 -40.6361226429116,-71.3295516291926 -40.63636172568,-71.3292386546671 -40.6273603707057,-71.3410528410573 -40.6271213634298,-71.3413673995013 -40.6361226429116))","302,5499",998634.944176362,"1000","302,5499"
"POLYGON ((-71.3295516291926 -40.63636172568,-71.3177357174904 -40.636599600656,-71.3174243269557 -40.62759817057,-71.3292386546671 -40.6273603707057,-71.3295516291926 -40.63636172568))","303,5499",998644.575661616,"1000","303,5499"
"POLYGON ((-71.3177357174904 -40.636599600656,-71.3059196651089 -40.6368362677978,-71.3056098586368 -40.6278347629809,-71.3174243269557 -40.62759817057,-71.3177357174904 -40.636599600656))","304,5499",998654.158378614,"1000","304,5499"
"POLYGON ((-71.3059196651089 -40.6368362677978,-71.2941034727624 -40.6370717270635,-71.2937952504244 -40.6280701478968,-71.3056098586368 -40.6278347629809,-71.3059196651089 -40.6368362677978))","305,5499",998663.692324682,"1000","305,5499"
"POLYGON ((-71.2941034727624 -40.6370717270635,-71.2822871411653 -40.6373059784119,-71.2819805030324 -40.6283043252762,-71.2937952504244 -40.6280701478968,-71.2941034727624 -40.6370717270635))","306,5499",998673.17749912,"1000","306,5499"
"POLYGON ((-71.2822871411653 -40.6373059784119,-71.2704706710318 -40.6375390218017,-71.2701656171748 -40.6285372950778,-71.2819805030324 -40.6283043252762,-71.2822871411653 -40.6373059784119))","307,5499",998682.613899051,"1000","307,5499"
"POLYGON ((-71.2704706710318 -40.6375390218017,-71.2586540630764 -40.6377708571919,-71.2583505935657 -40.6287690572608,-71.2701656171748 -40.6285372950778,-71.2704706710318 -40.6375390218017))","308,5499",998692.001523056,"1000","308,5499"
"POLYGON ((-71.2586540630764 -40.6377708571919,-71.2468373180136 -40.6380014845415,-71.2465354329191 -40.6289996117843,-71.2583505935657 -40.6287690572608,-71.2586540630764 -40.6377708571919))","309,5499",998701.340369037,"1000","309,5499"
"POLYGON ((-71.2468373180136 -40.6380014845415,-71.2350204365578 -40.6382309038101,-71.2347201359493 -40.6292289586077,-71.2465354329191 -40.6289996117843,-71.2468373180136 -40.6380014845415))","310,5499",998710.630437273,"1000","310,5499"
"POLYGON ((-71.2350204365578 -40.6382309038101,-71.2232034194237 -40.6384591149573,-71.2229047033704 -40.6294570976907,-71.2347201359493 -40.6292289586077,-71.2350204365578 -40.6382309038101))","311,5499",998719.871722866,"1000","311,5499"
"POLYGON ((-71.2232034194237 -40.6384591149573,-71.2113862673259 -40.6386861179428,-71.2110891358967 -40.629684028993,-71.2229047033704 -40.6294570976907,-71.2232034194237 -40.6384591149573))","312,5499",998729.064225453,"1000","312,5499"
"POLYGON ((-71.2113862673259 -40.6386861179428,-71.1995689809791 -40.6389119127267,-71.1992734342425 -40.6299097524748,-71.2110891358967 -40.629684028993,-71.2113862673259 -40.6386861179428))","313,5499",998738.207943175,"1000","313,5499"
"POLYGON ((-71.1995689809791 -40.6389119127267,-71.187751561098 -40.6391364992693,-71.1874575991222 -40.6301342680963,-71.1992734342425 -40.6299097524748,-71.1995689809791 -40.6389119127267))","314,5499",998747.302875143,"1000","314,5499"
"POLYGON ((-71.187751561098 -40.6391364992693,-71.1759340083973 -40.6393598775309,-71.1756416312502 -40.630357575818,-71.1874575991222 -40.6301342680963,-71.187751561098 -40.6391364992693))","315,5499",998756.349017146,"1000","315,5499"
"POLYGON ((-71.1759340083973 -40.6393598775309,-71.164116323592 -40.6395820474724,-71.1638255313409 -40.6305796756006,-71.1756416312502 -40.630357575818,-71.1759340083973 -40.6393598775309))","316,5499",998765.346369252,"1000","316,5499"
"POLYGON ((-71.164116323592 -40.6395820474724,-71.1522985073968 -40.6398030090545,-71.152009300109 -40.630800567405,-71.1638255313409 -40.6305796756006,-71.164116323592 -40.6395820474724))","317,5499",998774.294930602,"1000","317,5499"
"POLYGON ((-71.1522985073968 -40.6398030090545,-71.1404805605267 -40.6400227622383,-71.1401929382688 -40.6310202511923,-71.152009300109 -40.630800567405,-71.1522985073968 -40.6398030090545))","318,5499",998783.194697728,"1000","318,5499"
"POLYGON ((-71.1330308742605 -40.6311528149022,-71.1401929382688 -40.6310202511923,-71.1404805605267 -40.6400227622383,-71.1286624836968 -40.6402413069852,-71.128661114854 -40.640198230545,-71.1330308742605 -40.6311528149022))","319,5499",803024.82051159,"1000","319,5499"
"POLYGON ((-71.8406149591362 -40.6159071695594,-71.8371116105982 -40.615993350974,-71.8367307695212 -40.6069955687575,-71.8392571174484 -40.6069334432555,-71.8389869733635 -40.6077860590877,-71.8386283061781 -40.6081654999704,-71.8382287410442 -40.6084778430239,-71.8379460773609 -40.6089378598641,-71.8376105722512 -40.6094067090869,-71.8375686793282 -40.6097642673436,-71.8377086541486 -40.6100952691943,-71.83807763725 -40.6103237904171,-71.8391009794977 -40.611634907179,-71.8394986434293 -40.6121048095503,-71.8397262028829 -40.6126370756153,-71.8399652532338 -40.6132051048558,-71.8401046841081 -40.6137819607406,-71.8397987685271 -40.6141793623768,-71.8398097167089 -40.6145012039142,-71.8400726539192 -40.614903867971,-71.8405115758017 -40.615333628409,-71.8406149591362 -40.6159071695594))","259,5500",186610.311847118,"1000","259,5500"
"POLYGON ((-71.8371116105982 -40.615993350974,-71.8253040035482 -40.6162830289449,-71.8249247423194 -40.6072851552855,-71.8367307695212 -40.6069955687575,-71.8371116105982 -40.615993350974))","260,5500",998188.487197484,"1000","260,5500"
"POLYGON ((-71.8253040035482 -40.6162830289449,-71.8134962252477 -40.6165715014528,-71.8131185439545 -40.6075735367302,-71.8249247423194 -40.6072851552855,-71.8253040035482 -40.6162830289449))","261,5500",998200.165222769,"1000","261,5500"
"POLYGON ((-71.8134962252477 -40.6165715014528,-71.8016882764081 -40.6168587684469,-71.8013121751374 -40.6078607130409,-71.8131185439545 -40.6075735367302,-71.8134962252477 -40.6165715014528))","262,5500",998211.794567064,"1000","262,5500"
"POLYGON ((-71.8016882764081 -40.6168587684469,-71.7898801577407 -40.6171448298768,-71.7895056365791 -40.6081466841672,-71.8013121751374 -40.6078607130409,-71.8016882764081 -40.6168587684469))","263,5500",998223.375224318,"1000","263,5500"
"POLYGON ((-71.7898801577407 -40.6171448298768,-71.778071869957 -40.6174296856921,-71.7776989289908 -40.6084314500587,-71.7895056365791 -40.6081466841672,-71.7898801577407 -40.6171448298768))","264,5500",998234.907195514,"1000","264,5500"
"POLYGON ((-71.778071869957 -40.6174296856921,-71.7662634137685 -40.6177133358427,-71.7658920530835 -40.6087150106653,-71.7776989289908 -40.6084314500587,-71.778071869957 -40.6174296856921))","265,5500",998246.390479349,"1000","265,5500"
"POLYGON ((-71.7662634137685 -40.6177133358427,-71.7544547898869 -40.6179957802788,-71.7540850095687 -40.6089973659374,-71.7658920530835 -40.6087150106653,-71.7662634137685 -40.6177133358427))","266,5500",998257.825071924,"1000","266,5500"
"POLYGON ((-71.7544547898869 -40.6179957802788,-71.7426459990238 -40.6182770189508,-71.7422777991575 -40.6092785158251,-71.7540850095687 -40.6089973659374,-71.7544547898869 -40.6179957802788))","267,5500",998269.210969905,"1000","267,5500"
"POLYGON ((-71.7426459990238 -40.6182770189508,-71.7308370418909 -40.618557051809,-71.7304704225614 -40.6095584602792,-71.7422777991575 -40.6092785158251,-71.7426459990238 -40.6182770189508))","268,5500",998280.548174488,"1000","268,5500"
"POLYGON ((-71.7308370418909 -40.618557051809,-71.7190279192 -40.6188358788044,-71.7186628804917 -40.6098371992503,-71.7304704225614 -40.6095584602792,-71.7308370418909 -40.618557051809))","269,5500",998291.836681762,"1000","269,5500"
"POLYGON ((-71.7190279192 -40.6188358788044,-71.7072186316631 -40.6191134998879,-71.70685517366 -40.6101147326894,-71.7186628804917 -40.6098371992503,-71.7190279192 -40.6188358788044))","270,5500",998303.076488385,"1000","270,5500"
"POLYGON ((-71.7072186316631 -40.6191134998879,-71.6954091799919 -40.6193899150106,-71.6950473027778 -40.6103910605478,-71.70685517366 -40.6101147326894,-71.7072186316631 -40.6191134998879))","271,5500",998314.267592866,"1000","271,5500"
"POLYGON ((-71.6954091799919 -40.6193899150106,-71.6835995648985 -40.619665124124,-71.6832392685567 -40.610666182777,-71.6950473027778 -40.6103910605478,-71.6954091799919 -40.6193899150106))","272,5500",998325.409993097,"1000","272,5500"
"POLYGON ((-71.6835995648985 -40.619665124124,-71.6717897870949 -40.6199391271796,-71.6714310717085 -40.6109400993283,-71.6832392685567 -40.610666182777,-71.6835995648985 -40.619665124124))","273,5500",998336.503688555,"1000","273,5500"
"POLYGON ((-71.6717897870949 -40.6199391271796,-71.6599798472932 -40.6202119241293,-71.6596227129448 -40.6112128101539,-71.6714310717085 -40.6109400993283,-71.6717897870949 -40.6199391271796))","274,5500",998347.548673871,"1000","274,5500"
"POLYGON ((-71.6599798472932 -40.6202119241293,-71.6481697462056 -40.6204835149251,-71.6478141929775 -40.6114843152056,-71.6596227129448 -40.6112128101539,-71.6599798472932 -40.6202119241293))","275,5500",998358.544949999,"1000","275,5500"
"POLYGON ((-71.6481697462056 -40.6204835149251,-71.6363594845444 -40.6207538995192,-71.6360055125184 -40.6117546144358,-71.6478141929775 -40.6114843152056,-71.6481697462056 -40.6204835149251))","276,5500",998369.492511686,"1000","276,5500"
"POLYGON ((-71.6363594845444 -40.6207538995192,-71.6245490630217 -40.621023077864,-71.6241966722794 -40.6120237077969,-71.6360055125184 -40.6117546144358,-71.6363594845444 -40.6207538995192))","277,5500",998380.391360534,"1000","277,5500"
"POLYGON ((-71.6245490630217 -40.621023077864,-71.61273848235 -40.6212910499123,-71.6123876729726 -40.6122915952416,-71.6241966722794 -40.6120237077969,-71.6245490630217 -40.621023077864))","278,5500",998391.241492192,"1000","278,5500"
"POLYGON ((-71.61273848235 -40.6212910499123,-71.6009277432416 -40.6215578156169,-71.60057851531 -40.6125582767227,-71.6123876729726 -40.6122915952416,-71.61273848235 -40.6212910499123))","279,5500",998402.042904464,"1000","279,5500"
"POLYGON ((-71.6009277432416 -40.6215578156169,-71.5891168464091 -40.6218233749308,-71.5887692000036 -40.6128237521935,-71.60057851531 -40.6125582767227,-71.6009277432416 -40.6215578156169))","280,5500",998412.795594288,"1000","280,5500"
"POLYGON ((-71.5891168464091 -40.6218233749308,-71.5773057925649 -40.6220877278074,-71.5769597277658 -40.6130880216071,-71.5887692000036 -40.6128237521935,-71.5891168464091 -40.6218233749308))","281,5500",998423.499562319,"1000","281,5500"
"POLYGON ((-71.5773057925649 -40.6220877278074,-71.5654945824217 -40.6223508742001,-71.5651500993086 -40.6133510849172,-71.5769597277658 -40.6130880216071,-71.5773057925649 -40.6220877278074))","282,5500",998434.154804167,"1000","282,5500"
"POLYGON ((-71.5654945824217 -40.6223508742001,-71.5536832166921 -40.6226128140627,-71.5533403153444 -40.6136129420774,-71.5651500993086 -40.6133510849172,-71.5654945824217 -40.6223508742001))","283,5500",998444.761319593,"1000","283,5500"
"POLYGON ((-71.5536832166921 -40.6226128140627,-71.5418716960888 -40.6228735473491,-71.5415303765856 -40.6138735930417,-71.5533403153444 -40.6136129420774,-71.5536832166921 -40.6226128140627))","284,5500",998455.319102677,"1000","284,5500"
"POLYGON ((-71.5418716960888 -40.6228735473491,-71.5300600213247 -40.6231330740134,-71.5297202837445 -40.6141330377643,-71.5415303765856 -40.6138735930417,-71.5418716960888 -40.6228735473491))","285,5500",998465.828157227,"1000","285,5500"
"POLYGON ((-71.5300600213247 -40.6231330740134,-71.5182481931124 -40.6233913940099,-71.5179100375336 -40.6143912761995,-71.5297202837445 -40.6141330377643,-71.5300600213247 -40.6231330740134))","286,5500",998476.288478557,"1000","286,5500"
"POLYGON ((-71.5182481931124 -40.6233913940099,-71.5064362121649 -40.6236485072933,-71.5060996386654 -40.6146483083019,-71.5179100375336 -40.6143912761995,-71.5182481931124 -40.6233913940099))","287,5500",998486.700063235,"1000","287,5500"
"POLYGON ((-71.5064362121649 -40.6236485072933,-71.4946240791951 -40.6239044138182,-71.4942890878526 -40.6149041340262,-71.5060996386654 -40.6146483083019,-71.5064362121649 -40.6236485072933))","288,5500",998497.062910269,"1000","288,5500"
"POLYGON ((-71.4946240791951 -40.6239044138182,-71.4828117949161 -40.6241591135397,-71.4824783858077 -40.6151587533276,-71.4942890878526 -40.6149041340262,-71.4946240791951 -40.6239044138182))","289,5500",998507.37701684,"1000","289,5500"
"POLYGON ((-71.4828117949161 -40.6241591135397,-71.4709993600409 -40.624412606413,-71.4706675332435 -40.6154121661612,-71.4824783858077 -40.6151587533276,-71.4828117949161 -40.6241591135397))","290,5500",998517.64238099,"1000","290,5500"
"POLYGON ((-71.4709993600409 -40.624412606413,-71.4591867752827 -40.6246648923934,-71.4588565308726 -40.6156643724824,-71.4706675332435 -40.6154121661612,-71.4709993600409 -40.624412606413))","291,5500",998527.859005387,"1000","291,5500"
"POLYGON ((-71.4591867752827 -40.6246648923934,-71.4473740413545 -40.6249159714366,-71.447045379408 -40.6159153722468,-71.4588565308726 -40.6156643724824,-71.4591867752827 -40.6246648923934))","292,5500",998538.026881018,"1000","292,5500"
"POLYGON ((-71.4473740413545 -40.6249159714366,-71.4355611589696 -40.6251658434983,-71.4352340795624 -40.6161651654104,-71.447045379408 -40.6159153722468,-71.4473740413545 -40.6249159714366))","293,5500",998548.146009945,"1000","293,5500"
"POLYGON ((-71.4355611589696 -40.6251658434983,-71.4237481288414 -40.6254145085347,-71.4234226320489 -40.6164137519291,-71.4352340795624 -40.6161651654104,-71.4355611589696 -40.6251658434983))","294,5500",998558.216388423,"1000","294,5500"
"POLYGON ((-71.4237481288414 -40.6254145085347,-71.4119349516832 -40.6256619665019,-71.4116110375804 -40.6166611317593,-71.4234226320489 -40.6164137519291,-71.4237481288414 -40.6254145085347))","295,5500",998568.238014645,"1000","295,5500"
"POLYGON ((-71.4119349516832 -40.6256619665019,-71.4001216282083 -40.6259082173565,-71.3997992968699 -40.6169073048573,-71.4116110375804 -40.6166611317593,-71.4119349516832 -40.6256619665019))","296,5500",998578.210889263,"1000","296,5500"
"POLYGON ((-71.4001216282083 -40.6259082173565,-71.3883081591302 -40.626153261055,-71.3879874106306 -40.61715227118,-71.3997992968699 -40.6169073048573,-71.4001216282083 -40.6259082173565))","297,5500",998588.135007116,"1000","297,5500"
"POLYGON ((-71.3883081591302 -40.626153261055,-71.3764945451625 -40.6263970975544,-71.3761753795755 -40.6173960306841,-71.3879874106306 -40.61715227118,-71.3883081591302 -40.626153261055))","298,5500",998598.010370011,"1000","298,5500"
"POLYGON ((-71.3764945451625 -40.6263970975544,-71.3646807870187 -40.6266397268117,-71.3643632044179 -40.6176385833269,-71.3761753795755 -40.6173960306841,-71.3764945451625 -40.6263970975544))","299,5500",998607.83697168,"1000","299,5500"
"POLYGON ((-71.3646807870187 -40.6266397268117,-71.3528668854124 -40.6268811487844,-71.3525508858711 -40.6178799290656,-71.3643632044179 -40.6176385833269,-71.3646807870187 -40.6266397268117))","300,5500",998617.614812534,"1000","300,5500"
